BÁO CÁO QUY ĐỔI CONVERSION ITEM MASTER,,,,,,,,,,,,,,
Item No,Item Name,UOM1,UOM2,UOM Conversion,UOM Piece,Type Item,Tấn/ UOM Conversion,M3/ UOM Conversion,UOM Conversion / Pallet,UOM Conv / Pal Layer,UOM2/UOM1,UOM Conv/Piece,Pallet chồng đôi,Item Status
BGHP00187,Thùng carton bột giặt SURF LDR PWDR FL FLORAL FRESH 20X500G (68481091) (455x311x255)mm (BBB040157),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00188,Thùng carton bột giặt SURF LDR PWDR FL FLORAL FRESH 3X5KG (68481103) (418x264x283)mm (BBB040154),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00189,Thùng carton bột giặt SURF LDR PWDR FL ROSE FRESH 20X500G (68481089) (455x311x255)mm (BBB040155),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00190,Thùng carton bột giặt SURF LDR PWDR FL ROSE FRESH 3X5KG (68481098) (418x264x283)mm (BBB040127),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00191,Thùng carton bột giặt SURF LDR PWDR FL ROSE FRESH 6X2KG (68481095) (501x314x156)mm (BBB040135),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00192,Thùng carton bột giặt SURF LDR PWDR FL SUN FRESH 20X500G (68481090) (455x311x255)mm (BBB040156),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00193,Thùng carton bột giặt SURF LDR PWDR FL SUN FRESH 3X5KG (68481099) (418x264x283)mm (BBB040128),Cai,,Cai,,PG,,,520,,1,,,Active
BNMA00052,Màng phức hợp bột giặt SURF LDR PWDR PCH HWTL FLRL FRSH 1KG (68414725) (445x280)mm (BBB070069),Cuo,M2,M2,,PG,,,"12,015",,0,,,Active
BNMA00053,Màng phức hợp bột giặt SURF LDR PWDR PCH HWTL FLRL FRSH 500gr (68414741) (375x235)mm (BBB070070),Cuo,M2,M2,,PG,,,"10,125",,0,,,Active
BNMA00054,Màng phức hợp bột giặt SURF LNDRY PWDR PCH FL ROSE FRESH 1KG (68414727) (445x280)mm (BBB070066),Cuo,M2,M2,,PG,,,"12,015",,0,,,Active
BNMA00055,Màng phức hợp bột giặt SURF LNDRY PWDR PCH FL SUN FRESH 1KG (68414729) (445x280)mm (BBB070067),Cuo,M2,M2,,PG,,,"12,015",,0,,,Active
BNMA00056,Màng phức hợp bột giặt SURF ROSE FRESH LDRY PWDR POUCH HWTL 100G (68414713) (285x150)mm (BBB070056),Cuo,M2,M2,,PG,,,"7,695",,0,,,Active
BNMA00057,Màng phức hợp bột giặt SURF SUN FRESH LDRY PWDR POUCH HWTL 100G (68414715) (285x150)mm (BBB070057),Cuo,M2,M2,,PG,,,"7,695",,0,,,Active
BNMA00058,Màng phức hợp bột giặt TBV 150gr (285x180)mm (BBB070043),Cuo,M2,M2,,PG,,,"7,695",,0,,,Active
BNMA00059,Màng phức hợp bột giặt TBV 400gr (327x225)mm (BBB070044),Cuo,M2,M2,,PG,,,"8,829",,0,,,Active
BNMA00060,Màng phức hợp bột giặt TBV 800gr (387x260)mm (BBB070045),Cuo,M2,M2,,PG,,,"10,449",,0,,,Active
99TO10055,BTP1 ớt hiểm đông lạnh muối,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH01034,BTP nước gia vị tiêm gà xông khói,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH01035,BTP gà đông lạnh đã xử lý,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
02KK00415,Mì Kokomi Đại một gói rưỡi Tôm chua cay MN 30gói x 113gr,Goi,Thu,Thu,Goi,FG,3.91E-03,0.023025072,60,6,30,30,Y,Active
BGNA01260,Nhãn thân giấy decal NM Nam Ngư cao cấp hàng tặng mặt trước dạng cuộn 500ml (35x142)mm,Cai,Cuo,Cuo,,PG,,,,,"18,000",,,Active
BGNA01261,Nhãn thân giấy decal NM Nam Ngư cao cấp hàng tặng mặt sau dạng cuộn 500ml (35x142)mm,Cai,Cuo,Cuo,,PG,,,,,"18,000",,,Active
BGNA01262,Nhãn cổ giấy decal NM Nam Ngư cao cấp hàng tặng dạng cuộn 500ml (34x108.6)mm,Cai,Cuo,Cuo,,PG,,,,,"7,000",,,Active
08CF00725,Cà phê VCF 3in1 Gold Original 24hộp x 18gói x 20gr,Hop,Thu,Thu,Goi,FG,0.010703,0.0331452,36,9,24,432,Y,Active
1036,Chân giò heo trước rút xương nguyên cái,Kgs,,Kgs,Tui,FG,0.001,,,,1,0,,Active
1037,Nạc thăn heo (L),Kgs,,Kgs,Tui,FG,0.001,,,,1,0,,Active
1038,BTP Nạc thăn heo (L),Kgs,,Kgs,,IP,0.001,,,,1,,,Active
1039,BTP Sụn sườn heo,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
1040,BTP Chân giò heo trước rút xương nguyên cái,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
878,Xương ống heo MN (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
04HP00165,68882965 Nước giặt SURF PRO TLHW LDR LIQ WITH FABCON 2X5KG,Cha,Thu,Thu,Cha,FG,0.010886,0.02057472,48,16,2,2,,Active
04HP00166,69601503 Bột giặt RIN PRO ROSE FRESH TL LDRY PWDR 1X9KG,Bic,,Bic,Bic,FG,0.00908,0.014480875,70,,1,1,,Active
99RA00142,Gói rau mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả ly không thịt,Goi,,Goi,,IP,,,,,1,,,Active
03HG00153,Hạt nêm CHIN-SU ngọt thanh 6hũ x 450gr,Hu,Thu,Thu,Hu,FG,3.10E-03,5.86E-03,80,,6,6,,Active
94DA00244,BTP dầu mì Omachi tái chế,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
03NT00523,Nước tương CHIN-SU Nấm Shiitake 16bịch x 50gói x 7ml,Bic,Thu,Thu,Goi,FG,0.00834,0.024888,49,,16,800,,Active
03NM00728,Nước mắm CHIN-SU cá cơm Biển Đông XK Nhật 6chai x 500ml,Cha,Thu,Thu,Cha,FG,7.30E-03,0.012884004,88,,6,6,,Active
02OM00661,Mì dinh dưỡng khoai tây Omachi mì trộn xốt Spaghetti XK Nhật 30gói x 91gr,Goi,Thu,Thu,Goi,FG,3.03E-03,0.015563625,84,,30,30,,Active
02OM00662,Mì Omachi Spaghetti Bò XK Nhật 12tô x 106gr,Hop,Thu,Thu,Hop,FG,1.97E-03,0.0230748,63,,12,12,,Active
01PH00054,Phở Bò Phở Story XK Nhật 12tô x 81gr,Hop,Thu,Thu,Hop,FG,1.60E-03,0.023492679,45,,12,12,,Active
ANKS00111,Dufamox 15% LA 100ml,Cha,,Cha,,RM,,,,,1,,,Active
04HP00254,68369464 Bột giặt SURF PRO LDRY PWDR POU ROSE FRESH 1x10KG,Bic,,Bic,Bic,FG,0.01008,0.0207385,70,,1,1,,Active
BNCH00315,Chai trơn nước rửa chén Homey hương Quất Nagami 400gr,Cai,,Cai,,PG,,,,,1,,,Active
BNCH00316,Chai trơn nước rửa chén Homey hương Quất Nagami 750gr,Cai,,Cai,,PG,,,,,1,,,Active
BGHP00194,Thùng carton bột giặt SURF LDR PWDR FL SUN FRESH 6X2KG (68481096) (501x314x156)mm (BBB040136),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00195,Thùng carton bột giặt SURF LDR PWDR PCH FL ROSE FRESH 2X7KG (68565267) (470x275x190)mm (BBB040142),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00196,Thùng carton bột giặt SURF LDR PWDR PCH FL SUN FRESH 2X7KG (68565269) (470x275x190)mm (BBB040143),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00197,Thùng carton bột giặt SURF LDR PWDR PCH HWTL ROSE FRESH 2X7KG (68565261) (470x275x190)mm (BBB040140),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00198,Thùng carton bột giặt SURF LDR PWDR PCH HWTL SUN FRESH 2X7KG (68565263) (470x275x190)mm (BBB040141),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00199,Thùng carton bột giặt SURF LDR PWDR PCH ROSE FRESH 4X3KG (68481079) (434x219x253)mm (BBB040144),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00200,Thùng carton bột giặt SURF LDR PWDR PCH SUN FRESH 4X3KG (68481080) (434x219x253)mm (BBB040145),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00201,Thùng carton bột giặt SURF LNDRY PWDR PCH FL ROSE FRESH 10X1KG (68414727) (330x230x235)mm (BBB040120),Cai,,Cai,,PG,,,520,,1,,,Active
99HH01036,BTP gà tiêm gia vị,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH01037,BTP nước gia vị đã tiêm gà xông khói,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH01038,BTP gà tumbling,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH01081,BTP bột xơ,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
30038,Gà ta ngon,Kgs,,Kgs,,FG,0.001,,,,1,,,Active
BGTX00190,Thùng carton XXTT Ponnie vị Heo hũ 19gr (293x293x330)mm,Cai,,Cai,,PG,,,800,,1,,,Active
04HP00167,69601505 Bột giặt RIN PRO AQUADREAM TL LDRY PWDR 1X9KG,Bic,,Bic,Bic,FG,0.00908,0.014480875,70,,1,1,,Active
04HP00168,Bột giặt Bag 1bao x 300kg,Bao,,Bao,Bao,FG,0.30215,0.4,2,,1,1,,Active
99RA00143,Gói rau mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả tô,Goi,,Goi,,IP,,,,,1,,,Active
99RA00144,Gói rau mì dinh dưỡng khoai tây Omachi xốt Bò hầm ly không thịt,Goi,,Goi,,IP,,,"126,000",,1,,,Active
04HP00190,Bột giặt NET Lemon 10bịch x 1kg,Bic,Thu,Thu,Bic,FG,0.0106,0.0221,55,11,10,10,,Active
97KM02775,Lò quay gà vịt bằng điện cao cấp Newsun 680,Cai,,Cai,,POSM,,,,,1,,,Active
BGTN00296,Thùng carton NT CHIN-SU Nấm Shiitake 7ml (475x300x162)mm,Cai,,Cai,,PG,,,,,1,,,Active
97KM02811,Banner bia Red Ruby sampling (0.6x1.6)m,Cai,,Cai,,POSM,0.0002,0.0048,,,1,,,Active
BGTA00551,Thùng carton NM CHIN-SU cá cơm Biển Đông XK Nhật 500ml (255x166x278)mm,Cai,,Cai,,PG,,,"1,040",,1,,,Active
01PH00055,Phở CHIN-SU Gà XK Nhật 12tô x 81gr,Hop,Thu,Thu,Hop,FG,1.60E-03,0.023492679,45,,12,12,,Active
01PH00056,Hủ tiếu CHIN-SU Sườn XK Nhật 12tô x 86gr,Hop,Thu,Thu,Hop,FG,1.66E-03,0.023492679,45,,12,12,,Active
04HP00197,Bột giặt NET hương Hoa Sứ 200gói x 50gr,Goi,Thu,Thu,Goi,FG,0.0108,0.03888,25,5,200,200,,Active
BNCH00317,Chai trơn nước rửa chén NET Chanh Tươi & Vitamin E 750gr,Cai,,Cai,,PG,,,,,1,,,Active
BGHP00202,Thùng carton bột giặt SURF LNDRY PWDR PCH FL ROSE FRESH 2X5KG (68414751) (380x280x177)mm (BBB040125),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00203,Thùng carton bột giặt SURF LNDRY PWDR PCH FL ROSE FRESH 6X2KG (68414735) (440x295x223)mm (BBB040123),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00204,Thùng carton bột giặt SURF LNDRY PWDR PCH FL ROSE FRSH 8X1.5KG (68556528) (372x254x228)mm (BBB040146),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00205,Thùng carton bột giặt SURF LNDRY PWDR PCH FL SUN FRESH 2X5KG (68414753) (380x280x177)mm (BBB040126),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00206,Thùng carton bột giặt SURF LNDRY PWDR PCH FL SUN FRESH 6X2KG (68414737) (440x295x223)mm (BBB040124),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00207,Thùng carton bột giặt SURF LNDRY PWDR PCH FL SUNFRESH 10X1KG (68414729) (330x230x235)mm (BBB040121),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00208,Thùng carton bột giặt Surf pro LDRY PWDR POU ROSE FRESH 2X5KG (68369470) (380x280x177)mm (BBB040150),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00209,Thùng carton bột giặt SURF ROSEFRESH LDRY PWDR POUCH HWTL 99x100G (68414713) (395x340x170)mm (BBB040103),Cai,,Cai,,PG,,,520,,1,,,Active
ANVX00051,Vaccine Porcilis Ileitis 50Ds,DOS,,DOS,,RM,,,,,1,,,Active
99TO10057,BTP1 ớt hiểm muối mới - Potassium sorbate,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99TO10058,BTP1 ớt sừng nông trường muối mới - Potassium sorbate,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
96NT00003,Nước tương CHIN-SU Nấm Shiitake MN 4can x 4.8L,Can,Thu,Thu,Can,FG,0.021744,0.018001487,32,,4,4,Y,Active
99HH00931,BTP xốt cá mó chiên giòn mắm chua ngọt,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH01039,BTP nước hương khói 24PB,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH01040,BTP gà nhúng hương khói,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
99HH01041,BTP gà xông khói nguyên con,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BGTM01254,Thùng carton mì dinh dưỡng khoai tây Omachi Tôm chua cay Thái MN 80gr (410x105x350)mm,Cai,,Cai,,PG,0.0003,0.01142169,,,1,,,Active
02KK00416,Mì Kokomi Đại một gói rưỡi Tôm chua cay MB 30gói x 113gr,Goi,Thu,Thu,Goi,FG,3.91E-03,0.023025072,60,6,30,30,Y,Active
97KM02784,Bộ 6 ly thủy tinh Bia Red Ruby 350ml,Bo,,Bo,,POSM,0.00281875,0.007231875,,,1,,,Active
BGTX00191,Thùng carton XXTT Ponnie vị Heo 19gr (310x180x82)mm,Cai,,Cai,,PG,,,"1,600",,1,,,Active
BGTX00192,Thùng carton XXTT Ponnie vị Heo 33gr (282x262x104)mm,Cai,,Cai,,PG,,,"1,680",,1,,,Active
APPG00264,Fishy flavor 601,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
04HP00169,Bột giặt NET Frangipani 30bịch x 400gr (XK),Bic,Thu,Thu,Bic,FG,0.01266,0.02742675,35,,30,30,,Active
99RA00145,Gói rau mì dinh dưỡng khoai tây Omachi xốt Bò hầm tô,Goi,,Goi,,IP,,,"126,000",,1,,,Active
97NM00046,Nước mắm CHIN-SU cá cơm Biển Đông 48chai x 150ml,Cha,Thu,Thu,Cha,FG,0.0104,0.018136965,50,,48,48,,Active
BNMC00740,Màng NT CHIN-SU Nấm Shiitake 7ml (1000m x 120mm x 102µm),Cuo,Met,Met,,PG,,,,,0,,,Active
BGNA01251,Nhãn decal giấy NM CHIN-SU cá cơm Biển Đông XK Nhật mặt trước dạng cuộn 500ml (47x105.6)mm,Cai,Cuo,Cuo,,PG,,,111,,"9,000",,,Active
BGNA01252,Nhãn decal PP Clear NM CHIN-SU cá cơm Biển Đông XK Nhật mặt sau dạng cuộn 500ml (29.8x84.8)mm,Cai,Cuo,Cuo,,PG,,,111,,"9,000",,,Active
03OT00258,Tương ớt CHIN-SU XK Mỹ (AMZ) 24bl x 1chai x 250gr,Blo,Thu,Thu,Cha,FG,6.90E-03,0.013177735,112,,24,24,,Active
03OT00259,Tương ớt CHIN-SU XK Mỹ (AMZ) 12bl x 1chai x 500gr,Blo,Thu,Thu,Cha,FG,6.80E-03,0.011951,136,,12,12,,Active
BNCH00318,Chai trơn nước rửa chén NET Chanh tươi & Vitamin E AFG (tiếng Anh) 750gr,Cai,,Cai,,PG,,,,,1,,,Active
BNCH00319,Chai trơn nước rửa chén NET đậm đặc 3.8kg,Cai,,Cai,,PG,,,,,1,,,Active
BGHP00210,Thùng carton bột giặt SURF SUNFRESH LDRY PWDR POUCH HWTL 99x100G (68414715) (395x340x170)mm (BBB040104),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00211,Thùng carton bột giặt White NET Lemon XK AFG 3.5kg (490x300x202)mm (BBB040067),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00212,Thùng carton bột giặt White NET Lemonr XK AFG 800gr (470x225x232)mm (BBB040072),Cai,,Cai,,PG,,,720,,1,,,Active
BGHP00213,Thùng carton combo NRC NET đậm đặc hương Chanh 4kg + NRC NET đậm đặc hương Chanh 250gr XK AFG (370x255x317)mm (BBL041029),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00214,Thùng carton nước giặt Shotz LLD 5 lớp 3kg (432x192x333)mm (BBL044004),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00215,Thùng carton nước lau sàn NET hoa Anh Đào 3.8kg (370x210x315)mm (BBL042014),Cai,,Cai,,PG,,,720,,1,,,Active
BGHP00216,Thùng carton nước rửa chén NET Chanh tươi & Vitamin E 750gr (362x237x275)mm (BBL041052),Cai,,Cai,,PG,,,720,,1,,,Active
BGHP00217,Thùng carton nước rửa chén NET Chanh tươi & Vitamin E XK AFG 750gr (362x237x275)mm (BBL041055),Cai,,Cai,,PG,,,720,,1,,,Active
BGHP00218,Thùng carton nước rửa chén NET đậm đặc hương Chanh 4kg (370x210x315)mm (BBL041030),Cai,,Cai,,PG,,,720,,1,,,Active
97KM02812,Ca nhựa cách nhiệt bia Red Ruby 1.6L,Cai,,Cai,,POSM,0.0004,0.007,360,,1,,,Active
97KM02524,Bộ AW đầu kệ NM CHIN-SU cá cơm Biển Đông (145x30x70)cm,Bo,,Bo,,POSM,0.005,0.003915,,,1,,,Active
BGTB00058,Thùng carton bia Red Ruby KM TC (NA) 330ml (405x267x120)mm,Cai,,Cai,,PG,0.00025,0.0000427,,,1,,,Active
99HH01042,BTP gà xông khói nửa con,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
AHNU00308,Savarome C404,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
AHNU00309,Hương khói ENVIRO 24PB,Kgs,,Kgs,,RM,0.001,,480,,1,,,Active
BGTM01255,Thùng carton mì dinh dưỡng khoai tây Omachi Tôm chua cay Thái MB 80gr (410x105x350)mm,Cai,,Cai,,PG,0.0003,0.01142169,,,1,,,Active
BGTX00193,Thùng carton XXTT Ponnie vị Bò 33gr (282x262x104)mm,Cai,,Cai,,PG,,,"1,680",,1,,,Active
BNNX00009,Nhãn decal XXTT Ponie Heo 19gr (180x120)mm,Cai,,Cai,,PG,,,800,,1,,,Active
BNMX00146,Màng túi OPP XXTT Ponnie vị Heo 19gr (1500m x 210mm x 58µm),Cuo,Met,Met,,PG,,,"67,500",,0,,,Active
04HP00170,Bột giặt NET Frangipani 4bịch x 3.5kg (XK),Bic,Thu,Thu,Bic,FG,0.01462,0.029694,28,,4,4,,Active
04HP00171,Bột giặt Shotz Cold Water F/T 1bao x 10kg,Bao,,Bao,Bao,FG,0.01011,0.026448,50,,1,1,,Active
04HP00191,Bột giặt NET Lemon 20bịch x 500gr,Bic,Thu,Thu,Bic,FG,0.01062,0.021736,50,10,20,20,,Active
BNNA00298,Nắp bật PP trắng nước rửa chén 400gr - 750gr (31.4x25.7)mm,Cai,,Cai,,PG,,,"48,000",,1,,,Active
99DA00528,Gói dầu mì Kokomi Đại trộn một gói rưỡi Thái chua cay,Goi,,Goi,,IP,,,"126,000",,1,,,Active
99DA00529,Gói dầu mì Kokomi Đại trộn một gói rưỡi Thái chua cay (Transfer MHD),Goi,,Goi,,IP,,,,,1,,,Active
BKDA00008,Clip nhôm xúc xích 2.1mm (13kg),Kgs,,Kgs,,PG,0.001,,"1,000",,1,,,Active
BNMF00267,Màng cà phê Wake up hòa tan đen XK TQ 1 lane 2gr (500m x 59mm x 66µm),Cuo,Met,Met,,PG,,,"27,000",,0,,,Active
97KM02520,Mô hình 3D NM CHIN-SU 500ml XK Mỹ,Cai,,Cai,,POSM,0.003,0.01575,1,,1,,,Active
APPG00283,DH Diluted Valine 20%,Kgs,,Kgs,,RM,0.001,,,,1,,,Active
99PH00202,Phôi mì Kokomi trộn một gói rưỡi,Cai,,Cai,,IP,,,,,1,,,Active
99PH00203,Phôi mì Kokomi một gói rưỡi MN,Cai,,Cai,,IP,,,,,1,,,Active
99PH00204,Phôi mì Kokomi tô rưỡi,Cai,,Cai,,IP,,,,,1,,,Active
03OT00260,Tương ớt CHIN-SU XK Mỹ (AMZ) 8bl x 1chai x 1kg,Blo,Thu,Thu,Cha,FG,0.0088,0.014311008,90,,8,8,,Active
03OT00261,Tương ớt CHIN-SU Phở XK Mỹ (AMZ) 12bl x 1chai x 470gr,Blo,Thu,Thu,Cha,FG,6.44E-03,0.010064,136,,12,12,,Active
04HP00198,Bột giặt NET hương hoa Sứ 240gói x 50gr (XK),Goi,Bao,Bao,Goi,FG,0.01224,0.046656,40,,240,240,,Active
04HP00199,68388368 Bột giặt SURF PCH AFC DETERGENT POWDER 6X1KG,Bic,Thu,Thu,Bic,FG,6.56E-03,0.010626,96,12,6,6,,Active
BNCH00320,Chai trơn nước rửa chén NET đậm đặc hương Chanh 1.5kg,Cai,,Cai,,PG,,,,,1,,,Active
BGHP00219,Thùng carton nước rửa chén NET Trà xanh kháng khuẩn 1.5kg (370x315x235)mm (BBL041022),Cai,,Cai,,PG,,,720,,1,,,Active
BGHP00220,Thùng carton nước rửa chén NET Trà xanh kháng khuẩn 4kg (370x210x315)mm (BBL041019),Cai,,Cai,,PG,,,720,,1,,,Active
BGHP00221,Thùng carton nước tẩy bồn cầu NET XK AFG 500gr (300x190x258)mm (BBL047000),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00222,Thùng carton nước tẩy bồn cầu NET XK UAE 500gr (300x190x258)mm (BBL047003),Cai,,Cai,,PG,,,520,,1,,,Active
BGHP00223,Thùng carton nước xả vải Netsoft Biển xanh 1L (525x270x285)mm (BBL043004),Cai,,Cai,,PG,,,720,,1,,,Active
BGHP00224,Thùng carton nước xả vải Netsoft Biển xanh 2L (490x260x345)mm (BBL043003),Cai,,Cai,,PG,,,720,,1,,,Active
BGHP00225,Thùng carton nước xả vải Optimo Fabric conditioner 2L (BBL043007),Cai,,Cai,,PG,,,720,,1,,,Active
BGHP00226,Thùng carton tẩy nhà tắm NET Power clean 3 lớp 900gr (350x245x305)mm (BBL046002),Cai,,Cai,,PG,,,720,,1,,,Active
BGHP00227,Thùng carton tẩy nhà tắm NET Power clean XK AFG 900gr (350x245x305)mm (BBL046001),Cai,,Cai,,PG,,,720,,1,,,Active
39020,BTP Đùi tỏi gà loại 2,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BGTM01260,Thùng carton mì Kokomi Đại trộn một gói rưỡi Thái chua cay 134gr (400x130x405)mm,Cai,,Cai,,PG,0.00031508,0.02106,960,,1,,,Active
861,Sườn vai heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
862,Nạc nọng heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
863,Nạc dăm heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
04HP00172,Bột giặt Shotz Cold Water F/T 3hộp x 5kg,Hop,Thu,Thu,Hop,FG,0.016191,0.03553506,24,,3,3,,Active
04HP00173,Bột giặt Shotz Sensitive F/T 3hộp x 5kg,Hop,Thu,Thu,Hop,FG,0.016191,0.03553506,24,,3,3,,Active
99CB00367,BTP dầu mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả,Kgs,,Kgs,,IP,0.001,,,,1,,,Active
BNNA00299,Nắp rót PP Homecare chai 2-4L (57.8x70)mm,Cai,,Cai,,PG,,,"10,000",,1,,,Active
97KM02780,Dĩa sứ trắng Nam Ngư 23cm,Thu,,Thu,,POSM,0.018,0.03318,,,1,,,Active
1034,BTP Phế phẩm bộ lòng đỏ heo,Kgs,Bo,Bo,,IP,0.004,,,,4,,,Active
1035,BTP Phế phẩm bộ lòng trắng heo,Kgs,Bo,Bo,,IP,0.008,,,,8,,,Active
03OT00262,Tương ớt CHIN-SU Truffle XK Mỹ (AMZ) 24bl x 1chai x 250gr,Blo,Thu,Thu,Cha,FG,6.90E-03,0.013177735,112,,24,24,,Active
BNTU00921,Túi ngoài chai TO CHIN-SU 250gr (220x96)mm,Cai,,Cai,,PG,,,"24,000",,1,,,Active
04HP00200,68481098 Bột giặt SURF LDR PWDR FL ROSE FRESH 3X5KG (hộp),Hop,Thu,Thu,Hop,FG,0.016191,0.028392,32,,3,3,,Active
BGHX00016,Hộp giấy XXTT Ponnie thịt heo 45gr (100x90x205)mm,Cai,,Cai,,PG,,,"6,400",,1,,,Active
BNMX00135,Màng túi OPP XXTT Ponnie thịt heo 45gr (1500m x 98mm x 63µm),Cuo,Met,Met,,PG,,,"54,000",,0,,,Active
04HP00252,Bột giặt NET hương Hoa Sứ 2bịch x 5.5kg,Bic,Thu,Thu,Bic,FG,0.011602,0.020832,48,12,2,2,,Active
BNCH00321,Chai trơn nước rửa chén NET đậm đặc hương Chanh 4kg,Cai,,Cai,,PG,,,,,1,,,Active
BGST01452,Nhãn nước lau sàn TB Home Ex-MintScent 1kg (BBL032011),Bo,,Bo,,PG,,,"270,000",,1,,,Active
BGST01453,Nhãn nước rửa chén TB Home 1.5kg (BBL031025),Bo,,Bo,,PG,,,"192,000",,1,,,Active
BGST01454,Nhãn nước rửa chén TB Home 4kg (BBL031024),Bo,,Bo,,PG,,,"81,000",,1,,,Active
BGST01455,Nhãn nước xả vải TB Home 1L (BBL033015),Bo,,Bo,,PG,,,"100,000",,1,,,Active
BGST01456,Nhãn nước xả vải TB Home 2L (BBL033016),Bo,,Bo,,PG,,,"100,000",,1,,,Active
BGST01457,Sticker dán hộp bột giặt XK Nhật (40x28)mm (BBB000019),Cai,,Cai,,PG,,,"200,000",,1,,,Active
BNCH00298,Chai Gel rửa tay khô NET Care 250ml (BBL010001),Cai,,Cai,,PG,,,"5,900",,1,,,Active
BNCH00299,Chai nước rửa chén TB Home 4kg (BBL011028),Cai,,Cai,,PG,,,480,,1,,,Active
BNCH00300,Chai nước xả vải TB Home 1L (BBL013011),Cai,,Cai,,PG,,,"1,260",,1,,,Active
BGNX00093,Nhãn decal thùng XX thanh trùng Ponnie xông khói truyền thống KM 5ly Heo cao bồi Lắc Phô mai (200x100)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGNX00094,Nhãn decal thùng XX thanh trùng Ponnie thảo mộc tự nhiên KM 5ly Heo cao bồi Lắc Phô mai (200x100)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGNX00095,Nhãn decal thùng XX thanh trùng Ponnie hảo hạng xông khói truyền thống KM 5ly Heo cao bồi Lắc Phô mai (200x100)mm,Cai,,Cai,,PG,,,,,1,,,Active
BGST01356,Sticker thùng NM Nam Ngư cao cấp XK EU (190x150)mm,Cai,,Cai,,PG,,,"1,000,000",,1,,,Active
BGTM01261,Thùng carton mì Kokomi Đại một gói rưỡi Tôm chua cay MN 113gr (360x130x405)mm,Cai,,Cai,,PG,0.00029189,0.018954,960,,1,,,Active
BGHF00171,Hộp cà phê VCF 3in1 Gold Original 20gr (105x77x150)mm,Cai,,Cai,,PG,,,"20,000",,1,,,Active
BGHF00172,Hộp cà phê Wake up Sài Gòn Tết 19gr (105x77x150)mm,Cai,,Cai,,PG,,,,,1,,,Active
858,Ba rọi heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
859,Sụn heo (X1),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
860,Sụn sườn non heo (X),Kgs,,Kgs,Kgs,FG,0.001,,,,1,1,,Active
